,Name,Review Title,Rating,Reviewed Day,Reviewed Month,Reviewed Year,Verified Purchase,Helpfull No,Review
2401,Abhishek,Good phone but amount is higher not option,3,12,4,2022,1,0,Price Rises not comfortable
2402,Sach Kr,Superb quality .,5,13,4,2022,1,0,Superb quality no others phone like one plus
2403,khadar shaikh,Super mobile,5,12,4,2022,1,0,Very soft proceser nice camera
2404,rama krishna . y,Good,4,13,4,2022,1,0,Good
2405,nuthanprasad,Battery life is not good,1,15,4,2022,1,0,Battery life is not good
2406,Bhanu rana,Good product,5,16,4,2022,1,0,Like
2407,Rahul Ranjan,Overall a good mid range phone by one plus.,4,18,4,2022,1,1,Battery 🔋 life in average but takes very less time to recharge so it is okay. Camera is better than other phones of this range. Display is smooth and processor is as expected by one plus. I have previously used one plus 3T for 4 years. Definitely the quality of one plus phones is still up to mark. The only thing I didn't like is mirror back of phone as now a days better looking phones are available.
2408,Ravi,Everything is ok but feel bad for Android 12. I don't know about games otherwise very good buy.👍🏻,4,18,4,2022,1,0,Fingerprint works excellentBattery for me more then enough and 65w charging incredible.Camera is good. Image quality surprised me.
2409,Gajjar P.,It's very third class mobile,1,5,4,2022,1,0,It's very very third class mobile please don't purchase1st battery issue2ñd camera shutting/photography times battery very drain3rd Finger print issue4th Camera quality is very bad company provide 64 mp but capture time only 2.8 to 5 mp5 many applications  are not support6 refund not perfect time to timeChutiyagiri kar rahe he refund ke time
2410,Ayush,Not Even starting up!,1,18,4,2022,1,0,Reached out to customer service but i will have to wait 2 more days before a technician visits and checks. Though i clearly showed that the phone is not starting and also the reset did not work and the phone is still not able to boot. Great.Edit: Replaced but delivery executive told this is the most returned product. So definitely there are issues. Lets see till when does this replacement works. First ever return in around 5-8 Phone from different company. One plus needs to step up or its same as getting any vivo/oppo/mi. Increasing couple of stars.Hail Apple! #makeappleinindia
2411,Atul Pandey,Nice experience,4,12,4,2022,1,0,Nice mobile with awesome handling!!!!! Just two things to highlight- No ring/silent switch and battery life is little disappointing.
2412,Abhishek Kumar,Charging jack is very tight not comfortable,1,20,4,2022,1,0,"Not up to the MarkCharging jack issueBed customer servicePoor camera qualityPhone inspection services is very bad, they will not come on your address to check the phone.Not easy to return the phone. If it is defactive"
2413,Ayush,Not Even starting up!,1,18,4,2022,1,0,Reached out to customer service but i will have to wait 2 more days before a technician visits and checks. Though i clearly showed that the phone is not starting and also the reset did not work and the phone is still not able to boot. Great.Edit: Replaced but delivery executive told this is the most returned product. So definitely there are issues. Lets see till when does this replacement works. First ever return in around 5-8 Phone from different company. One plus needs to step up or its same as getting any vivo/oppo/mi. Increasing couple of stars.Hail Apple! #makeappleinindia
2414,vijay,Waste,1,22,4,2022,0,0,"Dublicate products second hand mobileso don't bought, waste of this one, please Don't bought this product. Charger also duplicate product"
2415,Abhisek,Mobile over heating problem,3,23,4,2022,1,0,OnePlus nord CE 2 over heating problem
2416,SukanyaMetta,Waste of money,1,25,4,2022,1,0,Please don't buy this series.. touch is unresponsive just one day after recieving the product. Very bad experience 😠
2417,Shyam,Battery life,5,22,4,2022,1,0,Best quality
2418,Deepak,Best project,5,22,4,2022,0,0,Front camera quality is not good.But back cemara quality is awesome.Fingerprint & battery life is classic.🤩🤩🤩Everything is right according to price
2419,Indresh k.,Beautiful & nice,4,21,4,2022,1,0,"Display & working speed is good, camera & battery average. Charging very fast"
2420,Madhankumar G,Excellent 👌,5,24,4,2022,0,0,"Best phone in terms - Light weight, Camera, Battery, Best Design, Performance.Just go for it. Bahamas Blue is the best colour.Thank you."
2421,Amazon Customer,Not worth the price,3,26,4,2022,1,0,Decent phone but with its shortcomings.Pros -- Processor- Battery- UI and no bloatwaresCons -- Heating issue with heavy apps- Below par camera- Features Android 11 out of the box
2422,Rakesh singh bhadoriya,Super fon,4,25,4,2022,1,0,Nice device
2423,Ravi Shanker Prasad,Worst,1,24,4,2022,1,0,OnePlus Brand Ka Sasta Shahrukh Khan hai Ye Smartphone..... Features ke Name par Dabba Pakra Diya hai... ONEPLUS Brand Name ka Galat Use ho gya is Smartphone Par..... Kindly Don't Buy This Yaar...I am Already Stucked..
2424,parth pateriya,Wonderful smartphone,5,26,4,2022,1,0,Fully satisfied with this smartphone
2425,KANURI,All good,5,25,4,2022,1,0,Good
2426,Anshul sharma,it's a great mid budget mobile.,5,27,4,2022,1,0,The battery backup is very good and the processing power really adds to it's power.
2427,Utkarsh Tiwari,Not the very but a great smartphone in this price range.,5,20,3,2022,1,0,Pros : 1. Its a OnePlus device2. Best connectivity you can have.3. Very sharp camera for outdoor photos.4. Doesn't hang or lags.5. Battery can last upto 1 and half day under normal to heavy usage.6. Charging was never better than this.7. The 3.5mm jack is back.8. Best part is dual sim with expandable memoryCons : 1. Could've given 120Hz refresh rate2. Only decent camera quality under low light.3. Though the speaker is loud but stereo speakers should've been provided.4. Could've come with Android 12
2428,Amazon Customer,Ok,5,20,3,2022,1,0,Ok
2429,Saumil R Trivedi,Excellant,5,22,3,2022,1,0,"Good battery life, good camera vision."
2430,SAI KRISHNA,Good mobile but need some software bug fixes,4,24,3,2022,1,0,Light weight and back side design is good and gives premium feeling ...but quality is little less ...Touch wise ...screen colors...charging is good... memory card support with dual sim...rest all are good ...Camera needs little improvementAnd some apps having issues which to be fixed
2431,Javid malek,Nice product,5,23,3,2022,1,0,Good
2432,TUHIN DAS,Heating issue,1,27,3,2022,0,0,Very big heating issue found. After 2 replacement also issue is there. So I had taken retuns. So do not buy.
2433,SAI KRISHNA,Good mobile but need some software bug fixes,4,24,3,2022,1,0,Light weight and back side design is good and gives premium feeling ...but quality is little less ...Touch wise ...screen colors...charging is good... memory card support with dual sim...rest all are good ...Camera needs little improvementAnd some apps having issues which to be fixed
2434,Sehaj p.,Ha,2,24,3,2022,1,1,Hang too much
2435,keerthi m c,Fast charging,4,7,4,2022,1,0,Good product
2436,Ajju,Phones all quality are best,5,7,4,2022,1,0,
2437,vihar jakkani,I bhout OnePlus Nord C2 last week ...but am suffering from mobile heating,1,23,3,2022,1,1,Mobile too much heating
2438,Shaik Dawood,Built quality and sound quality and battery charger was good I like most..,4,6,4,2022,1,0,After using for almost month it was good for price...
2439,Amazon Customer,Good mobile phone,5,8,4,2022,1,1,Good mobile phoneBattery is good.camera is exlilent
2440,ARSHAD KHAN,Awesome 👍,5,6,4,2022,1,0,Good lookingGood functions
2441,sudhaker,Waste of money don't buy,2,6,4,2022,1,1,Very poor camera quality
2442,Prashant,Amazing color and oneplus always rocks 🪨.🎊🎉,5,6,4,2022,1,0,"The media could not be loaded.
                



 Value for money.If your budget is around 25kMust be go for this mobile ."
2443,Vivek Mishra,Worth to buy. thanks one plus to have the phone in this price range,5,5,4,2022,1,0,"Camera best, look is perfect, little issue with battery however depend on usage, charging is superfast"
2444,Shaik samivulla,Battery not good,5,4,4,2022,1,0,
2445,BPanchal,Not Happy With Nord series,3,7,4,2022,0,0,Little disappointed with softwear... Ambition display not working proper and in starting battery was draining quickly... Auto britness not working peoepr.
2446,Sroy,Superb,5,9,4,2022,1,0,Every features are superb.
2447,Rahul Bhai,Nice Phone,4,6,4,2022,1,0,I like you  your phone
2448,Chanakya Umesh,I don't see anything wrong with it. It's just a good phone. Delivery was shite though!,5,6,4,2022,1,0,"This was my first phone above 20k, and tbh, it's not bad. I'm not much of a phone user, except calls and messaging sometimes. And maybe stream some media and spotify mostly. But on average I register about 3-4 hours of use daily, so the battery life lasts me about a day and a half. Plus this is my first fast charging experience, so I'm happy with that. about 30 mins from 20% to a 100%. Not bad at all. Camera is good too. I won't use it much, but it's a nice feature regardless. everything works quite smooth and overall, a decent phone and quite sturdy too. Build quality is pretty damn good. My only gripe was the delivery. My first order apparently got misplaced by the incompetency of the delivery team. It roamed in my city for 4 days, and after a heated call with customer service, it was replaced with a new order immediately after. So no harm no foul!  Overall I'd give it 4.5 stars. It gets the job done fast, and comes with a boatload of features too."
2449,k shivaraj,Worth for price,5,6,4,2022,1,0,Very gud
2450,Ajay,Thk hi h yr,5,10,4,2022,1,0,"The media could not be loaded.
                



 Look awesome"
2451,Sroy,Superb,5,9,4,2022,1,0,Every features are superb.
2452,Ajay,Thk hi h yr,5,10,4,2022,1,0,"The media could not be loaded.
                



 Look awesome"
2453,Satishkumar,Camera dul,4,1,4,2022,1,0,Dislike this camera
2454,Yashavantha Kumara BR,Too bad,1,1,4,2022,1,1,Not worth for the money
2455,Rajender Yadav,Very good  mobile,5,30,3,2022,1,0,Very good mobile
2456,Sambit Roy,Super handy phone 📱,5,28,3,2022,1,1,Like this phone.
2457,vihar jakkani,I bhout OnePlus Nord C2 last week ...but am suffering from mobile heating,1,23,3,2022,1,1,Mobile too much heating
2458,Raju,Charging only offday camera not good,3,11,4,2022,1,0,Charging first next not good camera options only 5./3 ***
2459,Chaitanya3493,Superb 👌,5,11,4,2022,1,0,I wrote review after using one week. Battery capacity little bit trouble. Other features are excellent. Camera quality also good.
2460,BPanchal,Not Happy With Nord series,3,7,4,2022,0,0,Little disappointed with softwear... Ambition display not working proper and in starting battery was draining quickly... Auto britness not working peoepr.
2461,Amazon Customer,Good mobile phone,5,8,4,2022,1,1,Good mobile phoneBattery is good.camera is exlilent
2462,Shaik Dawood,Built quality and sound quality and battery charger was good I like most..,4,6,4,2022,1,0,After using for almost month it was good for price...
2463,Ajju,Phones all quality are best,5,7,4,2022,1,0,
2464,Kalyan,Excellent 👍,5,27,3,2022,1,0,Awesome 👍
2465,Sonu kumar,Super se bhi Upper .Iam very happy to buy the phone.,5,29,3,2022,1,1,Power ful performance.I am very glad to biy the phone.Pura Paisa wosul hai bhai.🥳😀😀
2466,ch pravin kumar,Battery,5,29,3,2022,1,0,i like the processor which is very fast. i dislike camera which is not clear and battery may not be stand for more than 24hrs.
2467,Prashant,Amazing color and oneplus always rocks 🪨.🎊🎉,5,6,4,2022,1,0,"The media could not be loaded.
                



 Value for money.If your budget is around 25kMust be go for this mobile ."
2468,rupesh,Value for money,5,4,4,2022,1,0,Nothing anything for dislike full package value for money phone
2469,Shaik samivulla,Battery not good,5,4,4,2022,1,0,
2470,G Janardhan yadav,Super model,5,4,4,2022,1,0,Good mobile phone on
2471,Roman Kunwar,Having an issue on display,1,27,3,2022,1,0,Some time display goes full white it doesn't show anything
2472,Yogendra Singh Rajawat,Very fantastic and fabulous mobile. really I am happy with this product.thanks Amazon,4,4,4,2022,1,0,"The media could not be loaded.
                



 Very fantastic and fabulous mobile. really I am happy with this product.but mobile is heat some times"
2473,Shaik samivulla,Battery not good,5,4,4,2022,1,0,
2474,Vivek Mishra,Worth to buy. thanks one plus to have the phone in this price range,5,5,4,2022,1,0,"Camera best, look is perfect, little issue with battery however depend on usage, charging is superfast"
2475,Kanuganti Mahendar,Worst phone oneplus too much hanging problem,1,2,4,2022,1,0,Please don't buy this phone it is not working properly every time hanging one of the worst phone OnePlus hanging problem too much
2476,Azarsaniyaffu,Best and cheapest don't care about negative reviews it's a  super mobile for day to day use,5,12,4,2022,1,0,Best mobile in the price segment don't care about negative reviews little bit camera want to work by update otherwise phone his awesome. Speed charging is superb. go for it who loves OnePlus
2477,sanjay chandrakant ingale,OnePlus rocks,5,14,4,2022,1,0,As usual OnePlus gives excellent product loved itBattery is good and is also goodShould buy
2478,Dhiraj Kumar,Budget phone with Average features,4,14,4,2022,1,0,"pros- Budget phone, Fast Charging, Good performance, Premium look, decent battery life will last a day easily after normal use.cons. Average camera, Pictures taken in night are below average. no alert slider which is very useful feature. 256GB storage is not available."
2479,Vivek narayan,One plus 👌,5,13,4,2022,1,0,"Display was superb,and camera also superb, battery life excellent."
2480,Kumaran,Waste,3,13,4,2022,0,0,High heat.......even couldn't listen songs or YouTube videos ..... Sensor not working properly .....better avoid...don't  wasting the money i buy this CE Nord 2
2481,Yogendra Singh Rajawat,Very fantastic and fabulous mobile. really I am happy with this product.thanks Amazon,4,4,4,2022,1,0,"The media could not be loaded.
                



 Very fantastic and fabulous mobile. really I am happy with this product.but mobile is heat some times"
2482,Veeraiah,No warranty cover,1,12,4,2022,1,1,Screen went black within one week of purchase without any physical damage. Service Center refused to cover under warranty
2483,Amit,25k club phone that's it..nothing great and nothing to disappoint you.,3,12,4,2022,1,0,Ok
2484,KAVI ANURAG,Very nice phone,5,12,4,2022,1,0,👍👍👍👍
2485,Azarsaniyaffu,Best and cheapest don't care about negative reviews it's a  super mobile for day to day use,5,12,4,2022,1,0,Best mobile in the price segment don't care about negative reviews little bit camera want to work by update otherwise phone his awesome. Speed charging is superb. go for it who loves OnePlus
2486,BPanchal,Not Happy With Nord series,3,7,4,2022,0,0,Little disappointed with softwear... Ambition display not working proper and in starting battery was draining quickly... Auto britness not working peoepr.
2487,vihar jakkani,I bhout OnePlus Nord C2 last week ...but am suffering from mobile heating,1,23,3,2022,1,1,Mobile too much heating
2488,Shaik Dawood,Built quality and sound quality and battery charger was good I like most..,4,6,4,2022,1,0,After using for almost month it was good for price...
2489,Sroy,Superb,5,9,4,2022,1,0,Every features are superb.
2490,Vivek narayan,One plus 👌,5,13,4,2022,1,0,"Display was superb,and camera also superb, battery life excellent."
2491,Subhadip sarkar,Hanging problem,2,19,4,2022,1,0,Hanging problem
2492,Narayan chetry,God,3,18,4,2022,1,0,Nice
2493,Vaishali narkhede,Average phone from Oneplus,3,18,4,2022,1,0,Camera: averageUI - Average
2494,Prabhanshu naik,Camera quality problem,5,22,4,2022,1,0,"The media could not be loaded.
                



 Camera quality not better"
2495,Sontu Dey,Very good,5,20,4,2022,1,0,Very good phone
2496,Aaditya singh,Overall good,4,20,4,2022,0,0,"The media could not be loaded.
                



 Over all thik thak haiDaily use ke liye a a a a a a a a a a a"
2497,Mohammad khalid,Nice,5,23,4,2022,1,0,The media could not be loaded.
2498,Piyush Valvi,Value for money,5,21,4,2022,1,0,Everything is fine
2499,PANKAJ KATHAVADIYA,Paisa vasul,5,24,4,2022,1,0,Paisa vasul Phone
2500,Umesh Valera,Good Product,4,24,4,2022,1,0,In this price Best Product
2501,Mohammad khalid,Nice,5,23,4,2022,1,0,The media could not be loaded.
2502,Mallikarjun,There is a lot of heating issue after using phone continuously for 20 min only even in a AC room,2,20,4,2022,1,0,Lot of heating issue after using phone continuously for 20 minAlexa is not working properlyFirst time taken OnePlus because of brand but totally disappointed
2503,Jagadish Kumar Bojaraj,Really nice,5,1,4,2022,1,0,Like
2504,Avinesh,Good,4,2,4,2022,1,0,Phone is good but camera quality is not upto the mark.
2505,Nilamadhab Maharana,Good Quality,5,2,4,2022,1,0,Good Quality
2506,Namanpreet Kaur,Loved it,5,2,4,2022,1,0,
2507,Amazon Customer,Good Phone,5,2,4,2022,1,0,Very very Good Product. It been a month of usage and product is fantastic.
2508,jayant,Value for money,5,25,3,2022,1,0,Mobile heated to much
2509,DILIP MEENA 9993427096,Good,5,28,3,2022,1,0,Good
2510,NAHID EQUBAL,Good,5,3,4,2022,1,0,Good
2511,Shivam rai,Fantastic phone 📱📱,4,1,4,2022,1,0,Amazing phone 📱📱 battery 🔋🔋 is fantastic
2512,Hiren Goyani,oprating system issue,1,3,4,2022,1,0,WHY this mobile phone has no pocket mode
2513,md shayan,"Design 5/5 , Performance  5/5 , overall 5/5 , you guys must go for it",5,3,4,2022,1,0,One plus nord ce 2 is a powerful performing phone which has good design and also has dedicated slot for memory cardI love this version of ce seriesI must say all of you go for it
2514,adarshmamidi,Didn't like the camera,5,29,3,2022,1,0,Didn't like the camera and didn't find any all rounder phone in this price range so got iphone 12😂🥳
2515,Karthik Kumar,Good product within this budget,5,1,4,2022,1,0,Good look and light weight and good performance and good battery backup
2516,shyamkumar udaybhai pandey,"Phone speaker quality is not good, look like speaker is cracked.",1,29,3,2022,1,0,"Phone speaker quality is not good, look like , camera pic clearty is not good, waste of money."
2517,Manoj Mishra,Awesome,5,1,4,2022,1,0,
2518,kalyan,Avarage phone,3,26,3,2022,1,0,For this price it's avarage phone.
2519,Sayoni mondal,Nice,5,25,3,2022,1,0,Nice
2520,manoj,Not good,2,27,3,2022,1,0,"Too much heating while playing any videos,. During charging and the time of video calling."
2521,Jagadish Kumar Bojaraj,Really nice,5,1,4,2022,1,0,Like
2522,Manoj Mishra,Awesome,5,1,4,2022,1,0,
2523,Keyur D.,Digene was amazing..,5,31,3,2022,1,0,A single charge full day use. And camera was good.worth for money 💰
2524,Avinesh,Good,4,2,4,2022,1,0,Phone is good but camera quality is not upto the mark.
2525,Nilamadhab Maharana,Good Quality,5,2,4,2022,1,0,Good Quality
2526,Namanpreet Kaur,Loved it,5,2,4,2022,1,0,
2527,Datta Dhengle,"Outstanding, It's more than expected",5,6,4,2022,1,0,Mobile I like most
2528,Shajad ali,Good proseseg,5,6,4,2022,1,0,Mast quality
2529,Devender singh bisht,Phone is heat and hang,1,6,4,2022,1,0,Phone is heat and hang
2530,imtisunep longkumer,It’s worth the price!,3,6,4,2022,1,0,"The media could not be loaded.
                



 It charges pretty fast. The camera is not that great pretty average but it’s worth the price and battery life not bad 🙌🏻 The finger print sensor is fast too"
2531,Himanshu Gupta,Phones lags sometimes,3,8,4,2022,1,0,Pros: good build qualityCons: camera qualityPhone lags sometimes
2532,KASHINATH BHUTIA,Astonished 👍❤️,5,5,4,2022,1,0,All r Good At This Price ❤️ IT
2533,pavan,Good looking,4,5,4,2022,1,0,"Nice design, i am happy with the mobile dsiaply"
2534,imtisunep longkumer,It’s worth the price!,3,6,4,2022,1,0,"The media could not be loaded.
                



 It charges pretty fast. The camera is not that great pretty average but it’s worth the price and battery life not bad 🙌🏻 The finger print sensor is fast too"
2535,Raja,"Not worth for money ,,, we go for other brands with the same features with less money",2,10,4,2022,1,0,Avoid buying budget mobiles in OnePlus
2536,Harishchand,Good,5,9,4,2022,1,0,Good
2537,navadeep,Worth for money,4,10,4,2022,1,0,Worth for money
2538,Shimmering,Its very delicate!!,3,13,4,2022,1,0,"I have no point of comparison except for my older oppo A83(2018) model. Thats an older model and yet very much better than the new ONE PLUS.  I should have gone for an Oppo newer model as replacement but wanted to try this.15 days after my purchase,  the phone fell down from a high table, maybe about 4-4.5 feet high and the screen broke.Now I have to shell another 8k to get it replaced. While at store, I met three other people who had come for screen replacement too as theirs also broke.  One guy was coming to get it replaced 2nd time.If you do however plan to purchase the phone,  go for a wallet style cover, because I dont think this phone can take any other type of case.My phone was in an open case provided by ONE PLUS and screen was covered with gorilla glass.My oppo falls down on an average 2-3 times a day,  and have had no issues in the past 3 years.... Except for the fact that the memory has become too less for me to accomodate all the apps,  I would have stuck to my oppo.Overall for a brand like ONE PLUS,  I expected better.😞 DISAPPOINTED!!!PROS : The fast charger is really awesome.  30 mins charges it to full. Thats the only feature I love about it."
2539,Rishikesh,Hit hota h,3,13,4,2022,1,0,Garm hota h
2540,Mohd Nadeem,Super mind-blowing,5,12,4,2022,1,0,Mast battery life and camera quality jabardast
2541,adarshmamidi,Didn't like the camera,5,29,3,2022,1,0,Didn't like the camera and didn't find any all rounder phone in this price range so got iphone 12😂🥳
2542,NAHID EQUBAL,Good,5,3,4,2022,1,0,Good
2543,Datta Dhengle,"Outstanding, It's more than expected",5,6,4,2022,1,0,Mobile I like most
2544,Shajad ali,Good proseseg,5,6,4,2022,1,0,Mast quality
2545,Devender singh bisht,Phone is heat and hang,1,6,4,2022,1,0,Phone is heat and hang
2546,Amarnath Goud,Good Mobile,5,7,4,2022,1,0,Good Mobile - Worth buying
2547,DILIP KumaR,OnePlus ce2 the Best mobile phones,2,8,4,2022,1,0,Nice pics
2548,navadeep,Worth for money,4,10,4,2022,1,0,Worth for money
2549,Raja,"Not worth for money ,,, we go for other brands with the same features with less money",2,10,4,2022,1,0,Avoid buying budget mobiles in OnePlus
2550,Neeraj rajput,Sound and battery charging best,4,11,4,2022,1,0,I think 24000 is too costly otherwise all ok
2551,Amazon Customer,Everything is fine but camera disappoints.,4,4,4,2022,1,1,Need to work on camera quality in coming updates
2552,Karthik Kumar,Good product within this budget,5,1,4,2022,1,0,Good look and light weight and good performance and good battery backup
2553,Nilamadhab Maharana,Good Quality,5,2,4,2022,1,0,Good Quality
2554,Namanpreet Kaur,Loved it,5,2,4,2022,1,0,
2555,Amazon Customer,Phone is good but screen lock open in packet also,4,8,4,2022,1,0,Ok
2556,Himanshu Gupta,Phones lags sometimes,3,8,4,2022,1,0,Pros: good build qualityCons: camera qualityPhone lags sometimes
2557,KASHINATH BHUTIA,Astonished 👍❤️,5,5,4,2022,1,0,All r Good At This Price ❤️ IT
2558,DILIP KumaR,OnePlus ce2 the Best mobile phones,2,8,4,2022,1,0,Nice pics
2559,Mohd Nadeem,Super mind-blowing,5,12,4,2022,1,0,Mast battery life and camera quality jabardast
2560,PANKAJ kumar,I No like this 🤣 phone,3,27,2,2022,1,7,No good battery backup
2561,Vivek Kumar,Please I Request Those Who Want Buy This Phone The Phone Of Performance Is Too Bad,1,10,4,2022,1,0,"Dislike , Because Mobile Is Hanging Starting, Not Use More, But Performance Doesn't Good , And Camera Quality Is Worst"
2562,shinto,Middle range phone,3,11,4,2022,0,0,"This is a handy phone with light weight and balanced dimensions. Battery backup is good for one full day normal use with internet. Display quality is good but ambient light sensor response is not sensitive, sometime we have to do it manually for exact brightness. Maximum brightness is not upto the mark. Camera quality is poor. Images are not sharp enough and grains amount is more, trusting OnePlus might correct it for next update. Sound quality is good. Design wise I like it and pocket friendly also."
2563,Neeraj rajput,Sound and battery charging best,4,11,4,2022,1,0,I think 24000 is too costly otherwise all ok
2564,Resa SK,Nice product,5,11,4,2022,1,0,Charging quality
2565,Amit pandey,Good performance,5,11,4,2022,1,0,Nice phone
2566,Vivek Tiwari,Best phone under budget,5,11,4,2022,1,0,"Must Must Must go for it, everything is superb and goood."
2567,Akhilesh kumar,Back me Sirf ek camera 📸 chal rha ha baki show peace hai,4,12,3,2022,1,0,Back camera sirf ek hi chal rha hai baki show peace haiCharging 30 din bahut fast hota tha ek month baad bahut slow ho Raha hai lagbhag 1.30 ghante 2 ghante lag jate hai
2568,Minesh,Phone works well go for it and it's depends on,5,19,4,2022,1,0,"Phone working  well it depends on ur use , got the delivery  and no issues on hanging  or overheating"
2569,Davy jones DJ,Low life,1,14,4,2022,1,0,It's unexpected from a 25k mobile to provide such a low battery life.. application crashes are regular .. worst product from OnePlus..
2570,Amazon Customer,The quality is quite good but as per the standard the processor is not upto the mark.,2,17,4,2022,1,0,"Battery life, fingerprint and cers quality is quite good."
2571,Amazon Customer,The quality is quite good but as per the standard the processor is not upto the mark.,2,17,4,2022,1,0,"Battery life, fingerprint and cers quality is quite good."
2572,Davy jones DJ,Low life,1,14,4,2022,1,0,It's unexpected from a 25k mobile to provide such a low battery life.. application crashes are regular .. worst product from OnePlus..
2573,Akhilesh kumar,Back me Sirf ek camera 📸 chal rha ha baki show peace hai,4,12,3,2022,1,0,Back camera sirf ek hi chal rha hai baki show peace haiCharging 30 din bahut fast hota tha ek month baad bahut slow ho Raha hai lagbhag 1.30 ghante 2 ghante lag jate hai
2574,Amazon Customer,Yes,4,18,4,2022,1,0,Money worth.. product is valve of money.. good performance..
2575,varughese mathew,😍,5,19,4,2022,1,0,😍
2576,Minesh,Phone works well go for it and it's depends on,5,19,4,2022,1,0,"Phone working  well it depends on ur use , got the delivery  and no issues on hanging  or overheating"
2577,Hemanth,Worst camera,3,20,4,2022,1,0,Don't buy for camera...worst exp😓
2578,Remaul sk,Night'mud,4,20,4,2022,1,0,Normal' fon finger 🤘 battery normal kolite
2579,PANKAJ kumar,I No like this 🤣 phone,3,27,2,2022,1,7,No good battery backup
2580,brijesh,Camera quality not good. Mobile and finger print lock not fast,3,21,4,2022,1,1,"24999.00 rs products not provide Camera quality not good as per any samsung, mi , vi vo, oppo, etc. Mobile and finger print lock not fast as per other mobiles. High amount and not provide facility of this brand mobile"
2581,Prabhat pahan,Value for money,4,23,4,2022,1,0,Good phone in this price range
2582,Sunny Ghosh,Front camera not so good.otherwise all ok,4,23,4,2022,1,0,Front camera not good
2583,Shivam Mishra,Battery backup is not good,3,23,4,2022,1,0,Battery backup is not good in this price range
2584,Satya Mishra,Value of money,5,25,4,2022,1,0,
2585,Amit,Poor camera quality,3,26,4,2022,1,0,"Poor camera quality,"
2586,patelparesh,Mobile phone very heating,1,24,4,2022,1,0,Mobile phone very heating
2587,Ranjeet,Wrost,2,25,4,2022,1,0,Bad
2588,raja sekar,Camera and mobile performance verry bad,1,24,4,2022,1,0,Low Quality
2589,Amazon Customer,Very bad product.Camera clarity is very poor.Never recommended to other.,1,26,3,2022,1,0,Very bad product by 1 plus. company ka phone bikne laga aur quality down kar diya
2590,Amazon Customer,Average mobile,3,23,3,2022,1,0,"Battery backup not good, at the time of charging mobile heating issue, The mobile gets hot after using it for a long time."
2591,Anil Meher,All are good 👍👍👍,5,22,3,2022,1,0,Front camera not satisfy
2592,pavan kumar,Phone performance good,4,20,3,2022,1,0,Good mobile
2593,Maggiee,It's good,5,19,3,2022,1,0,OSM🤗
2594,Kumar Kalanand Mani,"Not at all worth of price I paid. I was proud user earlier handset, never felt down. of",2,20,3,2022,1,0,Battery life is shorter.Charging takes time despite having bigger charger.Camera despite high pixel clarity is not up to the mark.Sound quality and catching the network too is not satisfactory.
2595,Prabhakar,New mobile battery half day,1,20,3,2022,1,0,Iam not expected this type of battery
2596,Shamal,Don't consider if u you really want a good camera phone for this price,3,21,3,2022,1,0,"Good screen, decent battery life.. Smooth.. But when comes to camera department, this device is bad.. Not upto level"
2597,Bhuvaneswari Ganesh,Great Product,5,21,3,2022,1,0,Great Product
2598,Mrunal,Worth to buy.,5,21,3,2022,1,1,"Decent Camera,Classy look,light weightoverall good but slightly heats up after using Hotspot for some time."
2599,RAJNISH Kumar,दुनिया का सबसे बेकार फाेेन,1,6,4,2022,1,0,कृपया ये मोबाइल ना खरीदे क्‍योंकि इसका स्‍क्रीन सही से काम नहीं करता है और नेटवर्क भी सही से काम नहीं करता है और जब आप इसे रिटर्न की रिक्‍वेस्‍ट करोगे तो रिक्‍वेस्‍ट ले लिया जाता है लेकिन पिकअप करने नहीं आता है और इस तरह आप अपना 25000 रूपया से हाथ धो बैठोगे जैसे मैं ।
2600,Bhairu lal suwalka,Overall good,5,4,4,2022,1,0,My experience first time use in onl plus brand mobile ..fill good
2601,Amazon Customer,Good,5,20,3,2022,1,0,"The media could not be loaded.
                



 Good"
2602,Manish Sharma,जितने पैसे लग रहे हैं उतना अच्छा नहीं है,3,20,3,2022,1,0,फ़ोन का कैमरा अच्छा है फ़ोन का देखने मे भी अच्छा है लेकिन बैटरी बैकअप बिल्कुल खराब है सुपरफास्ट चार्जिंग है लेकिन बैटरी में थोड़ा और सुधार हो जाता तो अच्छा होता बैटरी लगातार 3 घण्टे भी नही चलता है
2603,RANJEET K THAKUR,Very good Phone.,5,20,3,2022,1,0,Very good Phone and all functions are very smooth.
2604,Raghvendra,Vibrator stopped working,3,22,3,2022,1,0,Phone vibrator stopped working within 1 month....Now i have to go to service centre and they open my new phone....what is this?
2605,RAJKUMAR,A mid range mobile,4,25,3,2022,1,0,A great deal except battery drain but a plus point with 65w charger
2606,Bhupender kumar,Camera 🤳 good quality,5,25,3,2022,1,1,its battery is not good
2607,Amar Chaudhari,Phone are Hitting,1,27,3,2022,1,0,Please Don't buy one plus bakavas brand phone are Hitting
2608,rituraj Chauhan,Nice,5,30,3,2022,1,1,Nice
2609,Md Saddam,Amazing Work,4,30,3,2022,0,0,"Good experience with this phone...,Nice display,good camera, Average battery life,,65 watt charger,,very fast charging,Looking awesome,In BGMI no lack,90 hz touch refreshing rate ...."
2610,nishan,Dull phone,1,30,3,2022,1,0,So embarassing. Its have network connectivity problem and a lot hangs in a parallel of minutes. And more than this there is no replacement option to change this phone
2611,Anuj,Camera design is too big,4,12,4,2022,1,1,Camera design is not good
